Device_Type,Environment_Type,Weather_Condition,Distance,Transmission_Power,Frequency_Channel,Packet_Size,Battery_Level,RSSI,SNR,Delivery_Success,Energy_Cost,Bandwidth,Spreading_Factor,Coding_Rate,Data_Rate,Channel_Occupancy,Interference_Power,Interference_Duration,Interference_Density,Packet_Collision_Rate,Retransmission_Count,Packet_Loss_Rate,Latency,Jitter,Propagation_Delay,Gateway_Distance,Gateway_Signal_Quality,Gateway_Load,Battery_Voltage,Device_Temperature,Ambient_Temperature,Ambient_Humidity,Atmospheric_Pressure,Wind_Speed,Rainfall,Terrain_Obstruction,Node_Density,Network_Congestion,Channel_Switch_Count,Connection_Attempt_Count,Acknowledgment_Rate
Industrial_Node,Urban,Clear,23.97,13.47,923,190,39.91,-75.65,12.47,Failure,3.049,15.6,10,4/8,51.792,76.81,-80.57,364.04,0.577,22.15,0,12.93,122.54,9.08,0.0801,25.884,73.58,19.17,3.356,22.34,40.47,49.65,999.59,15.69,0.77,0.447,152.51,47.15,2,6,98.25
Smart_Meter,Urban,Rain,12.637,12.61,923,240,97.87,-52.41,20.0,Success,3.274,15.6,7,4/5,4.482,89.16,-83.74,289.84,0.713,24.1,1,13.79,109.45,20.91,0.0422,14.36,85.15,18.38,4.275,39.21,27.93,96.49,1002.81,1.15,0.09,0.287,316.18,68.55,7,1,94.9
Industrial_Node,Rural,Windy,29.548,28.55,433,33,87.87,-74.02,9.19,Failure,2.454,15.6,8,4/5,54.477,93.72,-76.23,418.99,0.97,30.37,1,22.22,100.88,16.85,0.0987,31.431,68.67,79.94,3.997,67.74,23.3,50.75,1031.54,7.41,5.42,0.372,299.29,70.8,6,3,78.53
Industrial_Node,Urban,Windy,20.53,23.78,923,187,89.44,-61.08,17.18,Success,3.729,125.0,11,4/8,54.568,81.93,-77.07,188.52,0.998,33.52,1,18.39,109.17,25.04,0.0686,22.157,81.83,17.32,4.041,40.38,43.84,37.71,1020.19,6.27,0.94,0.627,434.14,88.81,8,6,91.78
Smart_Meter,Urban,Rain,22.44,19.47,923,202,94.06,-63.1,15.58,Success,2.996,250.0,10,4/7,22.388,50.82,-95.66,442.4,0.341,8.46,0,3.94,129.73,4.46,0.0749,22.955,72.11,33.28,4.124,38.67,17.84,83.97,1010.82,5.9,0.99,0.29,432.18,66.73,0,2,91.28
Environmental_Node,Industrial,Clear,6.173,11.9,868,78,67.02,-45.39,17.99,Success,2.245,250.0,7,4/6,36.197,81.78,-82.17,336.94,0.251,16.77,5,8.19,100.77,11.5,0.0206,6.579,96.81,16.38,3.756,51.84,44.76,35.9,1039.28,10.02,0.52,0.425,448.26,72.78,5,6,92.35
Tracking_Device,Urban,Clear,25.204,27.04,915,233,80.23,-65.86,16.55,Failure,4.48,125.0,7,4/8,51.318,11.63,-101.1,275.23,0.62,18.87,1,4.03,135.07,7.92,0.0842,25.589,83.01,56.41,3.903,16.71,17.29,22.39,999.63,15.02,3.78,0.826,468.65,52.3,1,5,91.53
Sensor_Node,Rural,Clear,28.379,12.17,470,66,68.82,-83.65,11.89,Failure,1.919,62.5,9,4/6,19.342,77.77,-83.66,375.48,0.175,8.47,1,6.49,116.01,17.21,0.0948,28.958,72.05,24.26,3.737,36.42,41.59,73.92,1020.98,9.25,3.07,0.06,193.99,63.03,4,1,94.53
Industrial_Node,Urban,Windy,7.471,22.22,868,131,57.56,-35.0,20.0,Success,2.934,125.0,10,4/8,8.214,13.53,-89.61,41.74,0.322,7.33,4,0.0,101.78,5.05,0.025,8.848,100.0,33.05,3.614,29.28,18.67,76.47,1015.15,12.14,1.59,0.75,213.21,21.27,3,2,100.0
Smart_Meter,Rural,Foggy,20.751,23.35,915,181,56.79,-58.47,17.96,Success,3.966,62.5,10,4/8,55.009,59.76,-85.17,127.99,0.581,14.7,1,2.52,116.75,12.4,0.0693,21.963,87.32,82.19,3.549,15.83,33.64,75.45,1010.16,8.32,0.31,0.827,297.45,53.63,7,2,100.0
Industrial_Node,Suburban,Clear,22.535,18.0,433,146,11.17,-76.84,10.84,Failure,3.064,7.8,10,4/5,4.92,35.14,-84.84,187.93,0.043,2.75,3,0.0,134.59,10.82,0.0753,24.201,67.47,54.43,2.963,57.93,40.68,29.05,1020.44,5.13,0.59,0.38,373.26,61.78,2,4,99.04
Sensor_Node,Urban,Heavy_Rain,9.502,28.22,868,147,30.87,-35.0,20.0,Success,3.243,125.0,9,4/8,8.34,55.45,-77.78,307.02,0.442,14.64,2,5.12,100.77,5.18,0.0317,11.487,97.01,48.82,3.246,69.28,15.31,45.14,1009.71,15.16,0.95,0.92,335.74,44.45,5,4,100.0
Industrial_Node,Suburban,Rain,14.513,11.01,868,183,12.61,-59.22,20.0,Success,2.825,62.5,7,4/5,11.05,32.49,-82.51,80.19,0.304,12.55,0,3.53,101.92,6.59,0.0485,16.142,85.71,48.56,2.918,50.01,38.75,28.03,1010.94,1.03,7.5,0.749,333.32,48.28,2,7,100.0
Tracking_Device,Industrial,Clear,3.377,26.36,433,52,50.48,-35.0,20.0,Success,2.475,15.6,11,4/6,37.274,10.14,-87.66,494.31,0.094,2.61,2,0.0,75.47,2.72,0.0113,3.725,100.0,40.51,3.551,42.75,36.08,91.22,1025.98,7.18,3.35,0.466,456.42,44.83,6,4,100.0
Smart_Meter,Suburban,Cloudy,5.606,21.08,923,122,74.92,-35.0,20.0,Success,2.863,7.8,9,4/6,19.458,76.39,-100.9,472.87,0.11,15.43,1,5.06,81.51,2.68,0.0187,5.795,94.6,14.94,3.822,39.6,36.28,35.32,1034.92,15.85,2.68,0.45,125.47,34.06,3,5,100.0
Tracking_Device,Urban,Windy,2.316,22.22,433,210,94.44,-35.0,18.67,Success,3.557,62.5,10,4/6,33.669,15.94,-76.25,218.72,0.343,0.0,0,0.0,79.15,1.81,0.0077,2.775,96.04,78.21,4.157,53.81,42.13,77.39,1011.35,14.3,1.6,0.476,332.48,41.55,8,3,100.0
Tracking_Device,Rural,Clear,17.025,29.74,470,37,11.22,-44.98,15.13,Failure,2.951,250.0,12,4/5,46.877,60.52,-93.74,447.97,0.123,8.23,0,0.0,88.75,7.75,0.0569,18.242,86.11,52.01,2.995,30.96,24.41,97.84,1006.01,10.53,2.16,0.453,242.99,54.68,6,1,100.0
Sensor_Node,Industrial,Windy,18.945,21.65,433,169,54.16,-67.7,16.22,Failure,3.447,250.0,10,4/6,36.451,32.2,-96.56,436.2,0.672,21.14,1,9.74,117.31,3.44,0.0633,20.392,84.14,58.24,3.51,21.36,23.02,49.59,996.71,7.37,2.37,0.312,316.34,47.52,0,7,100.0
Sensor_Node,Rural,Clear,27.526,25.94,868,236,72.99,-71.35,18.11,Success,4.236,62.5,10,4/7,54.687,61.74,-92.06,185.29,0.133,3.3,0,0.38,121.62,9.03,0.0919,29.294,79.21,85.35,3.838,69.04,35.2,39.0,1018.09,11.34,1.99,0.203,72.17,47.27,5,1,100.0
Tracking_Device,Rural,Clear,16.494,13.07,433,120,70.05,-53.24,16.51,Success,2.252,62.5,11,4/7,6.477,43.38,-74.36,272.24,0.224,10.13,0,0.49,94.74,21.19,0.0551,17.099,89.81,61.2,3.833,51.31,15.81,49.01,1011.22,11.67,1.73,0.633,210.27,50.73,4,3,100.0
Tracking_Device,Industrial,Clear,8.188,26.19,470,24,77.76,-35.0,20.0,Success,2.325,7.8,12,4/5,55.53,83.79,-83.42,21.86,0.405,15.31,1,2.23,78.6,6.56,0.0273,8.571,100.0,85.1,3.895,69.92,12.4,77.76,1012.61,8.34,1.44,0.371,299.28,76.03,4,1,100.0
Sensor_Node,Suburban,Windy,2.254,25.22,923,51,86.07,-35.0,18.36,Success,2.308,31.25,10,4/6,29.401,70.44,-76.71,256.04,0.809,31.98,2,9.28,66.16,7.16,0.0075,2.874,100.0,50.42,4.038,39.19,39.99,42.04,1009.58,4.77,4.03,0.146,128.64,48.9,1,2,96.35
Sensor_Node,Industrial,Cloudy,26.606,29.36,923,135,92.27,-68.81,9.64,Failure,3.259,125.0,9,4/7,3.916,27.33,-91.99,255.32,0.548,13.35,3,3.15,141.7,2.68,0.0889,27.373,71.68,67.63,4.047,67.19,14.6,97.83,1015.61,5.1,6.39,0.537,85.86,26.82,1,4,97.39
Sensor_Node,Urban,Windy,14.626,28.71,915,196,26.24,-44.93,17.55,Failure,4.037,7.8,10,4/5,53.386,91.8,-84.28,417.35,0.666,23.77,2,12.48,113.02,23.25,0.0489,15.419,89.46,38.96,3.192,19.84,40.09,80.21,1016.0,9.98,0.41,0.934,17.59,55.14,4,3,92.95
Tracking_Device,Rural,Cloudy,22.251,14.28,915,183,95.96,-70.38,13.75,Success,2.99,250.0,7,4/5,7.276,27.93,-65.02,37.84,0.387,12.26,1,2.87,125.4,2.08,0.0743,23.078,69.24,93.91,4.221,39.49,29.38,47.21,1016.97,1.98,1.58,0.684,17.17,12.87,1,3,100.0
Sensor_Node,Rural,Cloudy,0.932,19.3,470,92,82.53,-35.0,20.0,Success,2.536,15.6,12,4/5,40.451,19.17,-85.03,302.43,0.335,2.58,1,0.0,74.55,8.85,0.0031,2.095,90.45,34.59,3.973,45.97,17.43,87.8,1015.67,11.44,2.55,0.94,326.3,33.94,6,2,100.0
Industrial_Node,Industrial,Windy,14.9,28.23,915,33,90.99,-35.23,17.28,Success,2.809,7.8,7,4/7,17.351,92.77,-91.61,413.1,0.725,29.56,0,9.85,89.48,8.65,0.0498,15.065,98.18,60.98,4.09,39.18,12.44,38.76,1006.53,1.31,0.69,0.733,85.44,61.18,5,6,100.0
Environmental_Node,Industrial,Cloudy,10.109,22.82,923,83,40.89,-39.47,17.0,Success,2.907,250.0,7,4/7,6.751,12.44,-87.05,207.44,0.379,7.67,0,6.15,64.04,21.86,0.0338,11.951,86.56,63.98,3.346,68.63,41.48,38.4,1027.5,15.11,3.43,0.709,271.8,19.22,3,4,99.79
Sensor_Node,Suburban,Windy,1.395,19.27,923,51,99.87,-35.0,17.89,Success,2.414,250.0,12,4/5,50.658,37.21,-77.47,279.97,0.635,17.08,0,8.5,57.86,10.16,0.0047,2.611,91.4,78.82,4.241,65.38,25.61,92.21,1008.36,3.11,0.32,0.725,229.86,35.84,7,6,100.0
Industrial_Node,Rural,Clear,23.382,12.18,915,156,11.1,-75.74,16.83,Failure,2.682,15.6,10,4/8,25.922,61.94,-69.24,328.39,0.583,17.23,1,0.52,128.76,11.59,0.0781,25.3,77.0,15.89,2.938,36.8,40.5,79.75,1034.19,14.61,0.85,0.905,77.5,37.82,7,6,100.0
Smart_Meter,Urban,Rain,15.631,17.04,433,234,88.36,-55.51,20.0,Failure,3.548,7.8,12,4/8,37.372,90.83,-103.75,32.26,0.978,25.14,1,11.9,100.54,14.78,0.0522,17.384,82.46,54.25,3.953,34.35,18.01,72.59,1022.03,1.86,0.13,0.365,144.91,68.88,1,3,100.0
Tracking_Device,Urban,Heavy_Rain,10.329,23.3,923,128,71.1,-35.36,20.0,Success,3.076,15.6,9,4/8,42.489,31.08,-84.08,227.85,0.259,7.24,2,0.0,103.47,19.68,0.0345,11.537,94.58,16.41,3.758,52.27,28.06,31.01,1026.14,13.16,3.58,0.842,252.74,38.18,7,1,100.0
Smart_Meter,Suburban,Windy,24.271,25.54,915,67,22.4,-65.41,18.87,Success,2.661,62.5,7,4/6,33.372,64.12,-87.61,115.79,0.019,8.44,2,0.0,119.11,6.92,0.0811,24.972,82.08,82.83,3.104,30.46,35.19,75.86,1029.64,5.02,7.86,0.396,464.9,63.86,8,4,100.0
Industrial_Node,Rural,Clear,13.684,18.94,915,71,84.81,-49.23,19.01,Success,2.278,31.25,7,4/7,46.867,7.18,-85.14,456.9,0.523,15.28,1,4.98,98.75,16.21,0.0457,14.897,95.46,67.67,3.938,23.78,31.91,74.97,1019.38,11.03,6.77,0.089,361.09,34.29,7,1,100.0
Industrial_Node,Suburban,Rain,0.603,11.12,470,128,81.39,-35.0,20.0,Success,2.02,250.0,12,4/8,30.257,69.34,-90.2,471.54,0.248,20.33,1,8.47,69.18,20.89,0.002,2.259,100.0,47.54,3.946,60.5,19.13,56.13,1006.78,1.21,0.01,0.898,15.79,35.23,5,1,97.69
Sensor_Node,Urban,Cloudy,28.361,22.66,470,156,58.56,-76.49,14.86,Failure,3.293,125.0,8,4/7,25.25,87.44,-90.5,382.27,0.967,30.97,2,20.21,136.23,5.33,0.0947,28.97,69.57,69.55,3.61,31.46,18.94,28.48,993.34,16.53,1.06,0.173,119.11,63.85,5,5,91.75
Sensor_Node,Rural,Cloudy,8.043,28.43,923,232,67.03,-35.0,20.0,Success,4.548,31.25,12,4/5,45.232,19.59,-93.08,63.38,0.721,18.82,2,11.22,123.98,2.79,0.0269,9.434,93.46,50.68,3.726,20.68,11.96,79.88,1008.94,4.07,0.74,0.142,70.04,12.51,2,5,100.0
Smart_Meter,Rural,Clear,25.002,19.93,868,127,21.46,-76.26,17.32,Failure,2.762,7.8,11,4/8,12.962,75.09,-90.0,498.85,0.275,15.71,1,0.0,123.96,27.48,0.0835,25.703,74.72,51.99,3.054,53.97,12.26,42.6,1028.14,18.42,0.59,0.849,420.93,50.69,9,3,100.0
Smart_Meter,Urban,Clear,24.584,28.57,915,51,51.23,-62.84,17.13,Success,2.761,125.0,10,4/5,56.562,50.04,-83.93,26.07,0.594,19.27,4,5.59,120.31,6.96,0.0821,26.523,82.36,21.8,3.447,39.75,18.64,25.4,1015.05,8.97,0.39,0.705,35.79,27.78,0,6,100.0
Environmental_Node,Industrial,Windy,5.29,17.08,433,127,13.56,-35.0,20.0,Success,2.775,31.25,10,4/6,18.336,58.91,-83.57,468.32,0.153,8.95,3,0.59,97.85,2.61,0.0177,6.963,92.98,47.83,2.964,68.12,16.4,32.54,1015.45,11.19,1.01,0.62,354.93,52.3,1,4,100.0
Environmental_Node,Rural,Heavy_Rain,14.483,27.73,868,157,61.95,-39.21,18.37,Success,3.838,125.0,12,4/6,2.806,68.51,-77.58,116.32,0.866,23.0,1,11.26,103.76,10.36,0.0484,15.685,91.46,10.72,3.683,27.28,24.64,56.68,991.47,16.61,0.15,0.802,325.03,58.28,0,2,100.0
Industrial_Node,Industrial,Cloudy,1.686,25.73,915,112,50.66,-35.0,20.0,Success,3.293,62.5,12,4/7,32.786,68.43,-80.69,110.23,0.332,16.54,1,6.92,70.15,3.75,0.0056,2.857,100.0,27.49,3.478,61.14,42.54,84.08,1009.43,18.79,1.69,0.386,100.87,49.89,1,6,97.41
Industrial_Node,Suburban,Windy,10.959,29.23,868,245,17.7,-36.52,20.0,Failure,4.29,31.25,10,4/8,18.44,47.82,-81.15,278.27,0.922,35.2,0,15.13,87.38,17.03,0.0366,12.431,100.0,16.53,3.02,52.56,40.39,64.64,1030.34,8.83,1.28,0.743,300.78,43.55,0,6,93.1
Industrial_Node,Suburban,Clear,22.064,25.82,915,233,47.07,-67.42,16.58,Failure,3.883,125.0,7,4/5,9.929,46.32,-74.79,293.11,0.385,18.18,0,3.45,131.86,14.71,0.0737,23.547,80.25,33.1,3.402,69.11,43.37,23.45,1004.34,0.39,0.44,0.263,419.36,63.66,6,1,90.4
Environmental_Node,Suburban,Rain,7.494,16.43,915,88,49.41,-40.98,20.0,Success,2.603,125.0,9,4/7,47.088,31.23,-92.59,251.81,0.038,11.69,1,0.14,85.96,16.45,0.025,7.605,88.2,65.59,3.518,63.52,30.88,26.19,1012.63,11.89,4.33,0.604,291.08,49.59,8,7,100.0
Smart_Meter,Suburban,Windy,3.955,28.01,868,30,76.38,-35.0,20.0,Success,2.798,125.0,7,4/8,35.62,19.67,-87.79,427.89,0.322,7.84,3,1.85,82.23,9.8,0.0132,4.246,100.0,40.43,3.848,50.89,42.05,38.71,1011.86,16.0,8.57,0.357,380.07,39.27,7,6,100.0
Smart_Meter,Industrial,Windy,15.46,23.39,470,205,14.81,-53.45,20.0,Failure,3.72,125.0,9,4/6,35.756,81.7,-86.33,4.6,0.773,21.23,1,10.67,100.57,8.15,0.0516,15.945,93.94,34.7,3.039,55.53,15.02,86.98,1006.28,4.82,0.32,0.446,471.3,86.38,0,2,93.74
Smart_Meter,Industrial,Cloudy,16.341,13.24,915,47,65.25,-70.34,16.4,Failure,1.91,15.6,10,4/6,31.196,79.37,-83.11,144.7,0.621,19.99,1,8.27,83.47,15.53,0.0546,17.199,83.98,16.18,3.767,55.4,24.47,23.37,1020.43,13.45,6.26,0.749,451.07,61.92,6,1,99.31
Industrial_Node,Suburban,Heavy_Rain,20.437,10.92,923,107,56.16,-65.19,16.66,Failure,2.461,15.6,8,4/6,38.886,82.25,-74.46,388.72,0.792,22.02,1,8.45,106.39,6.06,0.0683,20.571,82.83,18.7,3.552,65.63,29.38,20.5,1020.12,10.22,1.8,0.69,346.25,68.29,7,1,99.44
Smart_Meter,Industrial,Cloudy,22.895,17.32,868,181,34.74,-70.0,12.1,Failure,3.057,15.6,9,4/5,55.376,92.78,-80.41,268.98,0.674,31.76,2,10.61,142.7,29.67,0.0765,24.043,75.6,58.55,3.257,53.98,30.55,88.69,1001.07,8.32,1.81,0.943,146.26,45.41,7,2,95.56
Smart_Meter,Urban,Windy,21.026,25.74,470,200,77.0,-60.67,10.46,Failure,3.859,62.5,11,4/5,20.149,37.22,-72.01,79.17,0.622,19.04,1,6.06,138.03,23.17,0.0702,23.009,81.37,54.16,3.898,36.73,27.92,91.67,1002.4,15.79,9.57,0.251,436.34,57.0,6,3,96.24
Sensor_Node,Industrial,Cloudy,25.44,22.36,433,125,60.67,-74.29,20.0,Failure,2.737,62.5,12,4/5,38.309,45.03,-68.18,222.61,0.258,2.26,0,0.0,110.61,3.48,0.085,26.817,81.59,91.32,3.629,34.37,13.14,55.96,1003.04,4.26,0.47,0.603,97.54,34.98,8,1,100.0
Environmental_Node,Urban,Heavy_Rain,7.076,20.54,915,59,56.83,-35.0,20.0,Success,2.392,31.25,12,4/7,47.105,87.68,-86.11,24.85,0.623,21.88,0,13.07,64.22,2.92,0.0236,9.022,95.15,29.43,3.61,57.97,10.46,90.59,1011.32,16.96,0.17,0.027,85.37,35.04,2,2,100.0
Sensor_Node,Rural,Clear,17.308,10.07,915,211,95.71,-64.01,11.36,Success,3.031,15.6,8,4/8,12.594,22.18,-97.67,97.16,0.937,27.36,1,8.82,109.64,8.12,0.0578,18.523,83.71,21.14,4.123,48.26,44.37,39.45,1013.06,0.44,2.97,0.15,462.37,51.05,7,4,92.97
Sensor_Node,Urban,Rain,11.123,18.71,923,135,83.31,-46.62,18.27,Failure,2.754,31.25,9,4/7,44.19,59.16,-71.25,331.04,0.745,22.49,1,7.77,105.7,3.85,0.0372,11.268,96.18,77.76,4.048,54.61,13.05,35.57,1022.92,4.85,1.54,0.945,437.48,67.15,2,6,96.92
Smart_Meter,Urban,Rain,28.882,13.15,470,157,28.58,-80.27,13.57,Failure,2.595,125.0,7,4/8,23.209,66.85,-84.01,81.93,0.152,7.76,1,4.5,123.22,15.8,0.0965,30.442,73.74,64.79,3.289,58.18,42.13,51.12,1015.52,2.93,2.64,0.943,298.91,54.83,1,7,100.0
Sensor_Node,Suburban,Rain,13.488,19.09,915,45,44.92,-55.39,18.38,Failure,2.076,7.8,11,4/7,50.558,72.5,-84.39,272.69,0.466,19.29,2,3.69,86.35,27.48,0.045,13.993,80.05,55.94,3.348,55.01,41.53,58.24,1024.87,13.82,0.63,0.307,366.91,49.39,5,5,100.0
Industrial_Node,Rural,Rain,28.812,29.84,470,62,69.66,-82.21,7.45,Failure,2.656,250.0,8,4/5,18.058,80.63,-76.28,270.19,0.816,21.68,4,14.58,133.32,29.04,0.0962,29.363,56.39,23.76,3.704,21.78,39.77,40.51,1013.62,11.99,3.27,0.723,315.67,61.61,7,5,82.43
Smart_Meter,Rural,Foggy,23.187,27.59,915,218,59.51,-58.08,6.52,Failure,3.803,125.0,9,4/8,41.729,28.67,-83.12,56.11,0.086,3.96,0,1.09,108.37,24.26,0.0774,23.967,73.17,40.51,3.599,61.53,18.44,53.87,1012.66,4.75,3.71,0.527,236.38,38.85,6,7,88.83
Smart_Meter,Rural,Windy,21.695,16.21,433,191,48.76,-67.22,18.48,Failure,3.293,250.0,10,4/5,30.883,58.93,-82.97,467.02,0.113,0.0,0,0.0,102.09,8.69,0.0725,23.053,78.86,83.26,3.546,29.31,36.11,68.7,1009.31,7.31,2.09,0.874,398.62,64.21,8,3,100.0
Industrial_Node,Suburban,Clear,15.001,21.87,923,90,98.32,-53.84,20.0,Success,2.817,250.0,11,4/8,45.097,89.29,-82.05,310.99,0.099,12.0,0,1.96,76.34,9.43,0.0501,15.481,97.76,73.88,4.138,51.23,13.01,48.39,1025.0,6.62,0.06,0.914,17.7,28.83,5,1,100.0
Sensor_Node,Rural,Windy,13.58,20.04,433,131,24.93,-52.46,20.0,Failure,3.069,31.25,8,4/5,48.841,86.01,-90.51,410.54,0.304,16.96,0,5.76,89.79,23.35,0.0454,14.686,85.77,17.81,3.13,43.68,17.15,78.35,1017.09,0.53,0.88,0.642,222.13,57.87,9,7,100.0
Sensor_Node,Industrial,Clear,16.033,12.6,433,204,40.47,-59.25,15.79,Failure,3.517,7.8,9,4/7,7.725,58.29,-89.19,268.2,0.505,17.83,1,5.33,113.79,23.44,0.0536,16.44,86.13,84.46,3.36,44.53,19.7,33.83,1036.28,19.86,5.19,0.549,308.65,57.07,4,1,95.03
Tracking_Device,Suburban,Rain,9.162,29.8,868,134,45.66,-35.0,17.94,Success,3.609,250.0,9,4/8,16.131,29.47,-72.74,376.97,0.608,18.97,0,7.67,96.62,28.16,0.0306,10.205,93.04,61.43,3.439,43.82,12.97,30.69,1013.77,9.93,1.49,0.741,442.84,43.6,5,6,97.47
Smart_Meter,Urban,Windy,27.183,18.5,433,195,16.15,-73.28,15.6,Failure,3.323,62.5,8,4/8,15.804,52.56,-72.55,267.71,0.342,10.93,2,5.55,139.11,2.69,0.0908,28.923,83.1,54.4,3.009,35.33,25.56,92.02,1007.35,3.51,2.28,0.865,81.31,36.92,8,6,97.12
Smart_Meter,Suburban,Clear,23.933,20.11,923,98,52.12,-67.23,15.0,Failure,2.87,7.8,11,4/8,3.193,36.98,-81.65,255.08,0.155,8.11,0,0.0,79.21,7.97,0.0799,24.921,74.82,69.78,3.511,60.3,16.78,83.42,1017.98,2.8,1.69,0.857,424.15,46.34,6,1,100.0
Sensor_Node,Industrial,Windy,24.141,22.95,923,81,57.21,-70.3,15.52,Success,2.634,250.0,12,4/8,57.506,66.39,-84.05,88.06,0.282,14.81,2,1.56,115.5,10.78,0.0806,25.817,85.84,22.8,3.549,51.22,28.14,62.16,1022.06,1.94,0.03,0.952,313.2,40.85,4,2,98.63
Industrial_Node,Industrial,Windy,13.278,13.83,915,129,33.81,-52.55,17.77,Success,2.902,125.0,7,4/5,33.691,57.3,-76.22,16.86,0.144,9.55,2,2.2,106.13,22.16,0.0443,14.27,81.95,22.0,3.246,39.03,18.81,96.48,1018.83,4.36,5.75,0.051,155.45,45.89,7,3,100.0
Industrial_Node,Urban,Cloudy,2.597,14.44,433,208,96.57,-35.0,18.44,Success,3.383,31.25,8,4/5,13.626,18.64,-84.52,121.61,0.643,19.23,2,8.52,87.37,1.22,0.0087,3.311,100.0,37.77,4.162,17.31,29.67,96.09,1010.85,0.37,1.05,0.571,77.99,10.64,4,5,100.0
Industrial_Node,Industrial,Clear,20.651,13.85,470,214,58.18,-60.38,17.35,Success,3.685,15.6,7,4/8,34.139,41.01,-80.63,92.88,0.548,22.21,2,8.47,128.73,7.76,0.069,22.253,78.2,92.17,3.592,30.63,13.88,65.6,983.98,7.34,0.58,0.988,254.88,42.31,3,4,100.0
Environmental_Node,Rural,Cloudy,11.545,17.69,868,64,62.36,-44.81,19.28,Success,2.106,125.0,9,4/8,49.822,90.6,-65.05,332.22,0.158,10.62,2,0.0,104.25,3.83,0.0386,12.866,91.5,46.22,3.651,49.94,24.24,24.65,1014.76,3.5,0.98,0.743,322.36,63.31,7,3,99.11
Sensor_Node,Suburban,Foggy,26.178,13.99,868,208,90.44,-78.02,10.22,Failure,3.186,31.25,9,4/8,9.993,76.17,-68.48,95.7,0.483,16.07,0,9.22,126.62,28.21,0.0874,28.121,67.81,88.78,4.052,19.67,12.88,41.9,1046.94,8.07,11.62,0.638,402.96,63.78,8,2,88.77
Smart_Meter,Suburban,Clear,23.52,28.53,868,237,34.68,-65.45,14.45,Failure,4.331,125.0,12,4/6,39.08,42.47,-93.16,65.04,0.572,16.27,1,1.67,122.37,5.74,0.0786,24.789,85.65,72.62,3.261,54.27,30.43,85.87,1030.56,9.75,0.22,0.622,208.21,41.31,8,2,96.1
Environmental_Node,Suburban,Rain,4.787,24.29,923,218,67.08,-35.0,20.0,Success,4.111,250.0,11,4/6,9.39,82.78,-80.48,428.23,0.273,9.59,1,0.0,93.66,26.82,0.016,6.627,100.0,71.5,3.715,58.72,13.46,34.56,1000.13,6.08,2.98,0.924,438.59,81.85,9,4,95.97
Tracking_Device,Urban,Clear,18.251,27.96,923,149,50.43,-50.55,16.27,Success,3.357,7.8,7,4/6,51.095,48.29,-92.37,153.05,0.181,5.35,2,0.24,112.69,6.64,0.061,18.405,83.06,23.21,3.47,52.92,16.73,22.39,1023.04,12.32,1.37,0.072,13.52,8.11,9,6,100.0
Sensor_Node,Suburban,Clear,20.92,26.97,915,221,43.43,-58.52,20.0,Success,4.172,62.5,8,4/5,14.756,49.07,-75.58,427.27,0.845,26.9,1,10.89,131.28,7.99,0.0699,22.145,98.65,23.92,3.377,36.29,15.54,53.79,1014.19,18.87,1.09,0.564,287.83,58.7,8,4,97.44
Industrial_Node,Industrial,Heavy_Rain,17.26,24.06,433,113,43.95,-53.06,13.55,Success,3.113,250.0,9,4/5,36.511,78.51,-90.97,401.14,0.308,11.36,0,0.0,95.38,22.66,0.0576,18.794,80.42,94.38,3.381,18.4,26.33,64.64,1018.49,8.92,1.8,0.342,161.23,59.01,1,4,94.64
Sensor_Node,Suburban,Clear,15.664,14.85,923,66,12.16,-63.23,9.23,Failure,2.069,250.0,10,4/8,1.554,70.88,-67.71,410.47,0.416,20.98,2,13.82,87.81,13.39,0.0523,17.632,81.97,89.83,2.975,20.95,33.61,29.52,994.08,8.8,0.12,0.176,183.69,55.75,0,2,87.86
Sensor_Node,Urban,Foggy,7.222,22.31,868,86,83.9,-35.0,20.0,Success,2.355,7.8,8,4/8,0.569,6.09,-93.04,90.49,0.996,17.0,0,9.78,68.68,6.83,0.0241,7.338,94.62,35.48,4.03,53.44,20.37,56.48,1009.7,2.38,4.82,0.255,12.14,1.3,2,5,100.0
Smart_Meter,Industrial,Cloudy,7.459,13.73,923,249,62.71,-35.0,17.6,Success,3.909,250.0,11,4/6,41.055,40.27,-91.55,13.44,0.446,13.65,1,8.8,111.36,6.48,0.0249,8.359,92.31,85.96,3.69,25.49,16.17,66.95,1010.29,7.62,2.43,0.428,150.77,22.14,7,1,100.0
Sensor_Node,Suburban,Cloudy,23.156,12.65,433,48,93.94,-67.23,15.95,Failure,1.852,15.6,10,4/8,3.86,5.6,-93.73,158.68,0.379,9.73,0,2.17,77.06,22.1,0.0773,23.999,81.45,63.85,4.071,62.94,23.58,66.03,997.81,14.83,4.76,0.834,452.06,48.7,9,4,100.0
Environmental_Node,Suburban,Clear,1.051,22.65,923,210,86.09,-35.0,20.0,Success,3.571,250.0,9,4/5,13.114,54.49,-87.63,411.56,0.331,13.27,2,0.41,99.21,13.76,0.0035,2.959,91.25,87.46,4.065,21.11,16.12,36.09,1013.11,14.94,2.74,0.846,275.28,50.2,0,1,100.0
