Distance,RSSI,SNR,Battery_Level,Packet_Loss_Rate,Node,Health
18.6,-66.02,16.54,98.9,11.16,KAVIN,NORMAL
16.248,-58.34,13.77,91.52,7.51,KAVIN,WARNING
19.086,-60.74,15.26,76.02,7.66,KAVIN,WARNING
5.433,-37.27,20.0,48.76,3.79,KAVIN,WARNING
20.701,-62.05,12.83,21.75,2.98,KAVIN,NORMAL
10.406,-45.27,16.6,88.29,0.0,KAVIN,NORMAL
13.836,-49.83,20.0,74.46,0.24,KAVIN,NORMAL
10.327,-45.62,18.88,21.86,6.79,KAVIN,WARNING
14.481,-45.15,20.0,17.92,2.51,KAVIN,FAILURE
18.836,-61.81,15.89,70.69,0.0,KAVIN,WARNING
25.231,-73.32,16.48,91.53,13.59,KAVIN,NORMAL
14.761,-55.34,17.86,29.25,2.76,KAVIN,NORMAL
10.035,-40.8,18.15,47.08,14.69,KAVIN,WARNING
14.894,-60.32,16.18,96.8,6.56,KAVIN,FAILURE
20.82,-65.23,18.37,95.14,2.71,KAVIN,WARNING
10.728,-43.43,18.23,72.88,10.25,KAVIN,WARNING
12.721,-38.06,20.0,52.67,7.61,KAVIN,FAILURE
17.104,-69.05,13.36,43.56,12.63,KAVIN,WARNING
9.173,-42.15,18.19,45.19,6.88,KAVIN,WARNING
6.668,-35.0,20.0,55.44,11.01,KAVIN,FAILURE
4.642,-40.8,17.38,71.89,10.09,KAVIN,WARNING
10.902,-47.66,20.0,55.98,14.21,KAVIN,WARNING
1.926,-35.51,20.0,30.67,15.15,KAVIN,NORMAL
17.713,-55.81,13.37,77.78,6.25,KAVIN,WARNING
5.689,-35.0,20.0,50.76,0.0,KAVIN,NORMAL
11.633,-43.42,20.0,61.58,13.33,KAVIN,WARNING
8.442,-40.77,19.47,79.84,11.09,KAVIN,WARNING
19.097,-61.02,16.21,44.56,14.01,KAVIN,NORMAL
25.585,-69.12,9.83,93.69,2.95,KAVIN,WARNING
19.182,-70.11,17.33,55.91,0.0,KAVIN,WARNING
16.504,-55.97,14.55,73.34,13.61,KAVIN,WARNING
20.238,-69.99,7.89,77.96,1.94,KAVIN,FAILURE
1.385,-35.0,19.3,42.78,8.44,KAVIN,FAILURE
4.124,-35.0,18.32,33.23,3.13,KAVIN,NORMAL
3.3,-35.0,20.0,93.1,6.86,KAVIN,WARNING
3.397,-35.0,20.0,38.21,9.7,KAVIN,NORMAL
8.184,-43.1,20.0,19.86,6.68,KAVIN,NORMAL
16.196,-52.81,19.78,54.62,11.27,KAVIN,NORMAL
3.883,-35.0,20.0,84.22,7.45,KAVIN,NORMAL
28.086,-71.61,12.89,35.38,2.08,KAVIN,WARNING
25.701,-78.18,6.23,54.44,16.14,KAVIN,WARNING
29.164,-81.89,8.75,42.54,10.68,KAVIN,NORMAL
1.754,-35.6,20.0,12.22,11.5,KAVIN,NORMAL
25.616,-72.48,10.69,22.38,18.51,KAVIN,WARNING
24.21,-71.59,16.15,81.73,2.84,KAVIN,WARNING
27.112,-75.59,9.4,94.11,2.84,KAVIN,NORMAL
16.074,-52.49,14.01,10.39,6.34,KAVIN,WARNING
23.743,-86.03,6.77,87.51,6.5,KAVIN,WARNING
2.013,-35.0,20.0,75.15,11.88,KAVIN,WARNING
2.738,-35.0,20.0,71.64,8.44,KAVIN,WARNING
3.997,-40.77,18.83,48.7,12.6,KAVIN,WARNING
27.486,-74.18,15.72,39.84,9.38,KAVIN,WARNING
2.304,-35.06,20.0,46.96,13.73,KAVIN,FAILURE
3.454,-35.0,20.0,64.13,17.92,KAVIN,FAILURE
27.947,-77.51,18.24,95.21,15.67,KAVIN,WARNING
3.668,-35.0,20.0,28.63,9.05,KAVIN,NORMAL
26.158,-81.51,13.22,97.63,2.58,KAVIN,WARNING
23.783,-61.1,14.44,30.96,10.81,KAVIN,WARNING
1.688,-36.36,20.0,86.12,6.88,KAVIN,WARNING
1.144,-35.0,20.0,69.4,5.58,KAVIN,NORMAL
16.264,-48.19,17.31,77.05,8.59,KAVIN,WARNING
29.917,-76.55,12.06,84.84,18.64,KAVIN,NORMAL
26.425,-78.07,16.01,11.06,5.59,KAVIN,NORMAL
9.646,-47.48,10.1,75.18,8.29,KAVIN,NORMAL
11.896,-53.89,19.06,99.61,18.55,KAVIN,FAILURE
11.943,-41.32,17.51,54.51,8.13,KAVIN,WARNING
22.158,-62.11,13.26,58.77,11.78,KAVIN,WARNING
10.563,-41.83,17.33,19.54,10.52,KAVIN,NORMAL
4.86,-35.0,16.04,40.67,8.18,KAVIN,WARNING
22.54,-78.17,11.51,65.13,2.05,KAVIN,WARNING
14.011,-44.25,20.0,20.8,12.78,KAVIN,NORMAL
2.765,-35.0,18.46,40.0,7.95,KAVIN,WARNING
23.807,-72.87,13.81,41.31,12.38,KAVIN,NORMAL
17.767,-63.73,11.63,83.16,4.51,KAVIN,FAILURE
14.936,-60.55,10.09,58.39,17.99,KAVIN,WARNING
20.364,-66.89,5.03,59.9,1.28,KAVIN,NORMAL
15.408,-53.06,18.1,35.41,3.3,KAVIN,WARNING
19.628,-69.9,16.8,38.21,2.11,KAVIN,NORMAL
26.091,-78.62,13.56,50.61,0.0,KAVIN,FAILURE
18.599,-62.3,11.53,83.52,0.0,KAVIN,WARNING
19.958,-68.67,18.96,38.52,18.06,KAVIN,WARNING
18.609,-57.37,18.7,38.93,0.0,KAVIN,NORMAL
16.17,-47.1,20.0,61.21,2.86,KAVIN,NORMAL
5.573,-35.0,20.0,85.58,14.93,KAVIN,WARNING
10.402,-41.08,20.0,55.35,3.25,KAVIN,NORMAL
20.947,-67.59,13.6,21.55,13.13,KAVIN,WARNING
13.052,-49.86,15.56,92.38,0.0,KAVIN,WARNING
12.481,-39.94,20.0,52.4,21.78,KAVIN,NORMAL
22.898,-71.6,11.87,79.64,11.86,KAVIN,FAILURE
0.664,-35.0,20.0,13.9,0.56,KAVIN,WARNING
20.53,-62.39,15.61,85.26,14.66,KAVIN,WARNING
14.932,-59.23,14.55,15.25,7.42,KAVIN,WARNING
11.614,-36.17,20.0,97.08,7.17,KAVIN,FAILURE
10.546,-35.0,20.0,90.14,0.0,KAVIN,WARNING
5.6,-38.54,19.69,33.99,16.32,KAVIN,WARNING
10.36,-35.0,14.05,30.12,13.73,KAVIN,WARNING
12.047,-51.94,17.29,80.5,7.17,KAVIN,WARNING
13.405,-43.01,17.73,23.65,1.78,KAVIN,FAILURE
20.333,-66.47,11.04,88.15,9.91,KAVIN,FAILURE
13.88,-44.14,20.0,12.87,10.66,KAVIN,NORMAL
23.99,-77.38,10.14,68.65,10.08,KAVIN,NORMAL
19.372,-69.76,17.91,33.41,1.64,KAVIN,NORMAL
6.093,-36.98,20.0,85.83,7.68,KAVIN,NORMAL
8.677,-45.14,18.51,43.94,0.0,KAVIN,WARNING
2.838,-35.0,20.0,48.94,8.22,KAVIN,FAILURE
28.399,-78.45,17.64,23.1,8.12,KAVIN,WARNING
26.653,-77.52,12.52,66.36,0.0,KAVIN,WARNING
3.001,-36.16,19.25,52.36,6.16,KAVIN,FAILURE
17.435,-66.03,16.57,10.78,14.86,KAVIN,FAILURE
28.832,-81.86,14.76,75.78,4.08,KAVIN,NORMAL
22.541,-71.22,15.31,21.53,0.0,KAVIN,NORMAL
15.008,-53.66,19.9,57.35,6.76,KAVIN,FAILURE
7.613,-44.67,20.0,58.52,9.92,KAVIN,WARNING
8.732,-39.64,20.0,36.94,13.64,KAVIN,WARNING
22.219,-69.76,13.95,30.58,2.95,KAVIN,WARNING
23.527,-56.04,20.0,38.02,7.21,KAVIN,WARNING
16.096,-55.34,16.05,45.82,2.53,KAVIN,NORMAL
4.068,-35.0,20.0,94.08,10.38,KAVIN,FAILURE
28.049,-82.79,16.28,70.23,1.77,KAVIN,WARNING
25.421,-66.48,17.35,96.89,10.84,KAVIN,WARNING
4.646,-35.0,20.0,17.65,4.68,KAVIN,NORMAL
2.173,-35.0,20.0,14.09,5.67,KAVIN,WARNING
16.308,-48.26,18.61,15.26,0.0,KAVIN,NORMAL
8.882,-43.03,20.0,87.33,6.88,KAVIN,NORMAL
8.856,-38.56,20.0,85.09,9.38,KAVIN,WARNING
3.073,-35.0,18.02,49.42,8.65,KAVIN,WARNING
28.625,-78.88,16.11,49.19,5.9,KAVIN,WARNING
24.99,-74.2,6.01,48.47,10.92,KAVIN,WARNING
3.858,-35.76,19.2,95.0,0.29,KAVIN,NORMAL
26.36,-80.21,12.42,33.57,2.44,KAVIN,NORMAL
20.647,-61.67,15.49,74.65,2.31,KAVIN,FAILURE
10.101,-50.99,20.0,19.89,4.51,KAVIN,WARNING
26.202,-80.24,7.36,33.54,11.05,KAVIN,FAILURE
18.142,-63.35,17.09,63.85,13.6,KAVIN,NORMAL
25.536,-72.54,10.99,63.79,12.28,KAVIN,WARNING
14.343,-51.42,20.0,59.83,2.46,KAVIN,NORMAL
15.269,-52.03,14.21,21.11,6.43,KAVIN,NORMAL
9.085,-36.64,20.0,77.92,0.0,KAVIN,WARNING
11.937,-42.69,20.0,74.0,1.9,KAVIN,NORMAL
17.249,-56.89,14.55,71.28,2.58,KAVIN,NORMAL
28.438,-79.81,11.99,21.64,1.66,KAVIN,FAILURE
18.203,-65.86,14.48,29.88,12.46,KAVIN,NORMAL
4.848,-35.0,19.94,91.97,7.97,KAVIN,WARNING
0.706,-35.0,20.0,53.44,4.06,KAVIN,WARNING
25.604,-66.37,10.03,47.62,8.33,KAVIN,NORMAL
11.248,-37.26,20.0,88.53,14.55,KAVIN,WARNING
9.791,-36.48,19.92,36.54,8.62,KAVIN,WARNING
24.122,-66.59,14.27,84.35,1.66,KAVIN,NORMAL
28.388,-83.31,14.05,49.73,8.33,KAVIN,WARNING
22.567,-68.53,12.41,65.94,1.21,KAVIN,NORMAL
5.628,-35.0,20.0,42.83,0.0,KAVIN,NORMAL
12.046,-43.84,11.72,92.47,10.17,KAVIN,FAILURE
22.902,-74.48,19.23,19.56,11.25,KAVIN,WARNING
27.254,-84.12,15.09,29.54,5.22,KAVIN,FAILURE
29.959,-102.31,6.51,28.24,0.0,KAVIN,NORMAL
15.591,-57.23,20.0,33.42,10.24,KAVIN,NORMAL
24.764,-69.69,15.32,50.9,10.13,KAVIN,WARNING
1.876,-37.47,13.96,20.52,14.94,KAVIN,WARNING
8.932,-35.0,18.56,13.5,1.32,KAVIN,NORMAL
11.46,-43.52,20.0,60.93,5.16,KAVIN,NORMAL
29.278,-78.02,10.85,55.19,7.08,KAVIN,FAILURE
0.6,-35.0,19.5,40.66,2.81,KAVIN,WARNING
9.587,-43.44,20.0,25.36,3.82,KAVIN,NORMAL
27.947,-67.07,17.43,20.56,9.93,KAVIN,WARNING
9.547,-57.81,14.12,90.01,6.44,KAVIN,WARNING
7.139,-38.48,20.0,49.1,5.96,KAVIN,WARNING
22.038,-69.42,13.66,95.72,7.52,KAVIN,NORMAL
22.487,-71.43,13.61,39.28,13.24,KAVIN,WARNING
14.429,-45.47,18.6,65.14,9.09,KAVIN,WARNING
28.434,-75.48,9.1,61.07,14.5,KAVIN,WARNING
6.48,-35.0,18.84,24.63,10.76,KAVIN,WARNING
27.446,-71.02,9.39,54.44,11.22,KAVIN,WARNING
22.787,-77.37,8.46,53.62,17.96,KAVIN,NORMAL
11.362,-51.45,14.63,55.58,1.42,KAVIN,NORMAL
24.304,-73.73,12.05,37.18,9.34,KAVIN,WARNING
4.429,-35.0,18.34,31.86,20.81,KAVIN,WARNING
4.364,-35.0,19.44,46.94,0.0,KAVIN,FAILURE
27.933,-81.01,12.09,93.05,4.76,KAVIN,WARNING
3.296,-35.0,18.69,61.25,15.03,KAVIN,FAILURE
0.62,-35.0,20.0,52.18,10.26,KAVIN,FAILURE
11.976,-51.33,20.0,27.6,4.31,KAVIN,NORMAL
3.564,-35.0,19.32,93.35,14.45,KAVIN,NORMAL
25.96,-82.65,10.57,69.37,0.0,KAVIN,FAILURE
27.719,-70.54,14.99,98.97,14.6,KAVIN,NORMAL
14.732,-49.93,20.0,25.19,3.59,KAVIN,WARNING
13.051,-39.32,18.73,45.13,6.29,KAVIN,NORMAL
16.402,-45.59,16.48,39.94,12.93,KAVIN,NORMAL
7.173,-35.0,20.0,39.9,0.0,KAVIN,WARNING
9.29,-47.32,20.0,12.96,9.78,KAVIN,WARNING
3.479,-35.0,18.98,58.42,5.94,KAVIN,NORMAL
13.67,-52.72,18.27,64.79,12.43,KAVIN,WARNING
18.545,-58.16,20.0,14.24,9.21,KAVIN,NORMAL
27.942,-74.89,17.82,89.18,2.27,KAVIN,WARNING
22.303,-59.86,19.54,28.13,0.0,KAVIN,WARNING
21.83,-64.8,16.24,23.29,15.32,KAVIN,FAILURE
9.586,-35.0,19.85,26.22,0.0,KAVIN,NORMAL
26.705,-80.66,11.08,47.95,8.3,KAVIN,WARNING
28.435,-73.73,12.87,17.41,5.15,KAVIN,WARNING
28.002,-65.93,15.05,84.15,7.89,KAVIN,FAILURE
1.645,-35.0,20.0,71.2,0.0,KAVIN,WARNING
18.328,-59.79,15.24,52.5,7.49,KAVIN,WARNING
19.475,-65.11,14.15,55.06,4.47,KAVIN,NORMAL
9.204,-41.4,20.0,46.54,12.36,KAVIN,WARNING
29.776,-74.94,9.23,74.41,4.31,KAVIN,NORMAL
9.09,-43.67,20.0,95.79,1.67,KAVIN,FAILURE
6.89,-35.0,20.0,59.81,0.0,KAVIN,NORMAL
14.782,-49.34,17.86,60.71,13.72,KAVIN,NORMAL
10.033,-35.0,18.44,57.01,0.0,KAVIN,NORMAL
27.759,-72.87,12.29,91.91,11.28,KAVIN,FAILURE
13.482,-46.66,20.0,67.22,0.0,KAVIN,NORMAL
12.599,-44.3,19.16,88.7,8.47,KAVIN,WARNING
18.963,-54.4,19.76,62.6,3.88,KAVIN,WARNING
2.893,-35.0,20.0,72.84,8.4,KAVIN,WARNING
22.824,-67.89,10.88,69.01,0.0,KAVIN,NORMAL
23.168,-75.77,6.25,49.66,12.92,KAVIN,WARNING
14.484,-54.19,17.59,22.35,3.89,KAVIN,NORMAL
28.693,-81.39,10.72,47.97,2.62,KAVIN,NORMAL
17.591,-67.53,13.81,88.48,9.0,KAVIN,NORMAL
21.009,-58.26,16.3,69.03,11.46,KAVIN,WARNING
27.768,-77.85,10.05,94.92,10.35,KAVIN,FAILURE
20.157,-67.26,15.14,35.08,14.96,KAVIN,NORMAL
13.239,-50.27,18.81,52.46,0.0,KAVIN,NORMAL
1.231,-35.0,19.43,76.9,0.0,KAVIN,NORMAL
21.985,-68.57,15.12,21.92,6.69,KAVIN,WARNING
28.964,-83.64,7.9,18.86,13.88,KAVIN,WARNING
14.372,-53.98,16.26,77.75,11.83,KAVIN,FAILURE
10.523,-54.86,16.01,69.87,9.86,KAVIN,WARNING
15.818,-60.28,20.0,53.28,3.6,KAVIN,NORMAL
21.989,-65.59,15.64,16.01,7.32,KAVIN,FAILURE
0.52,-35.0,20.0,66.48,0.94,KAVIN,NORMAL
26.673,-73.71,13.33,70.16,11.63,KAVIN,WARNING
26.648,-72.89,11.55,37.05,1.0,KAVIN,WARNING
16.468,-44.63,18.64,18.09,5.61,KAVIN,FAILURE
4.11,-35.0,18.31,55.37,15.37,KAVIN,WARNING
20.318,-63.72,14.7,53.77,7.56,KAVIN,FAILURE
4.566,-35.0,20.0,36.55,7.97,KAVIN,WARNING
15.473,-61.13,17.71,60.74,5.71,KAVIN,NORMAL
3.262,-35.0,20.0,64.77,7.86,KAVIN,WARNING
17.877,-63.69,17.64,93.03,15.23,KAVIN,WARNING
9.883,-38.05,20.0,79.65,6.85,KAVIN,WARNING
25.014,-75.32,12.87,82.82,4.4,KAVIN,WARNING
24.098,-68.12,14.05,26.71,2.31,KAVIN,NORMAL
29.955,-79.2,14.48,51.23,5.03,KAVIN,WARNING
8.096,-35.0,20.0,28.7,8.05,KAVIN,WARNING
2.323,-35.0,17.91,26.84,10.95,KAVIN,WARNING
13.569,-53.87,15.64,55.49,0.59,KAVIN,NORMAL
2.96,-35.0,20.0,35.21,4.49,KAVIN,NORMAL
5.766,-43.71,20.0,29.31,5.15,KAVIN,WARNING
18.12,-64.12,13.48,75.31,18.81,KAVIN,WARNING
17.968,-52.94,11.69,13.05,9.44,KAVIN,WARNING
1.778,-35.0,20.0,77.69,0.0,KAVIN,NORMAL
13.566,-48.51,20.0,90.88,0.0,KAVIN,NORMAL
16.141,-61.77,19.64,73.43,2.84,KAVIN,WARNING
8.407,-37.66,20.0,27.38,1.85,KAVIN,NORMAL
26.225,-84.11,10.41,76.23,15.62,KAVIN,WARNING
5.252,-35.0,20.0,55.18,2.74,KAVIN,WARNING
7.99,-35.0,20.0,67.42,11.64,KAVIN,NORMAL
5.131,-35.0,20.0,45.34,2.21,KAVIN,NORMAL
3.938,-35.0,17.29,27.13,13.67,KAVIN,NORMAL
26.43,-75.33,16.79,12.05,8.02,KAVIN,FAILURE
8.697,-35.0,20.0,76.71,0.0,KAVIN,NORMAL
21.814,-62.83,15.15,48.4,13.89,KAVIN,WARNING
13.125,-45.26,17.5,31.79,0.0,KAVIN,WARNING
19.258,-59.82,19.83,66.06,1.86,KAVIN,NORMAL
27.881,-77.81,8.53,81.33,11.04,KAVIN,WARNING
25.416,-84.62,5.63,57.6,1.43,KAVIN,WARNING
2.535,-35.0,16.8,78.52,10.65,KAVIN,WARNING
25.433,-78.34,15.7,40.47,0.0,KAVIN,FAILURE
13.829,-50.32,16.65,68.77,10.81,KAVIN,WARNING
10.829,-35.72,13.39,65.45,0.82,KAVIN,WARNING
20.335,-53.29,16.11,25.6,3.94,KAVIN,NORMAL
28.531,-85.63,14.32,76.46,13.74,KAVIN,NORMAL
3.277,-35.0,17.41,78.42,2.82,KAVIN,WARNING
23.158,-67.7,15.01,69.1,3.01,KAVIN,FAILURE
6.503,-38.65,17.54,44.16,12.98,KAVIN,NORMAL
11.714,-38.96,20.0,59.16,8.94,KAVIN,NORMAL
26.278,-73.88,11.46,49.44,12.54,KAVIN,NORMAL
16.601,-48.52,14.12,10.27,14.97,KAVIN,WARNING
2.49,-35.0,20.0,11.02,1.77,KAVIN,FAILURE
15.487,-53.98,16.0,27.72,4.64,KAVIN,WARNING
23.794,-61.6,13.39,92.17,12.36,KAVIN,WARNING
16.102,-53.55,19.19,66.83,0.0,KAVIN,WARNING
5.423,-35.0,20.0,45.09,9.2,KAVIN,NORMAL
13.629,-41.3,17.82,64.64,11.28,KAVIN,WARNING
27.768,-71.81,11.4,15.75,0.84,KAVIN,NORMAL
19.917,-57.86,13.53,19.39,11.05,KAVIN,NORMAL
22.032,-63.42,15.16,17.28,11.89,KAVIN,FAILURE
23.685,-67.57,13.79,83.53,0.98,KAVIN,WARNING
3.175,-35.0,19.52,99.99,14.9,KAVIN,NORMAL
17.655,-53.81,16.56,30.12,0.0,KAVIN,NORMAL
11.589,-35.0,17.7,53.44,3.53,KAVIN,WARNING
4.605,-35.0,20.0,21.94,1.27,KAVIN,WARNING
6.48,-36.9,17.87,89.36,6.27,KAVIN,FAILURE
23.544,-56.03,20.0,24.03,7.85,KAVIN,NORMAL
5.264,-40.21,19.34,57.24,0.0,KAVIN,FAILURE
9.716,-35.0,20.0,62.32,0.0,KAVIN,WARNING
8.904,-41.76,20.0,53.26,0.0,KAVIN,WARNING
1.935,-36.73,20.0,15.49,1.38,KAVIN,NORMAL
14.134,-54.28,12.29,71.68,13.88,KAVIN,FAILURE
23.095,-82.7,13.83,89.72,5.12,KAVIN,WARNING
1.154,-35.0,18.29,18.1,6.06,KAVIN,WARNING
3.82,-35.0,19.59,75.53,1.12,KAVIN,FAILURE
21.746,-59.5,14.08,83.9,12.12,KAVIN,WARNING
18.011,-63.63,14.69,24.69,11.85,KAVIN,WARNING
21.6,-71.17,17.08,99.47,13.69,KAVIN,FAILURE
7.288,-35.0,18.25,36.82,1.41,KAVIN,NORMAL
24.211,-73.29,11.6,37.88,5.47,KAVIN,NORMAL
14.656,-54.17,16.91,61.06,12.08,KAVIN,NORMAL
18.504,-61.71,16.96,83.71,9.03,KAVIN,NORMAL
3.219,-35.0,20.0,51.28,15.91,KAVIN,NORMAL
6.548,-35.0,20.0,59.13,0.0,KAVIN,NORMAL
23.314,-65.7,12.38,65.53,9.1,KAVIN,FAILURE
7.105,-35.0,20.0,81.33,6.64,KAVIN,WARNING
3.23,-38.36,20.0,68.21,4.27,KAVIN,NORMAL
18.117,-67.23,12.38,25.22,0.0,KAVIN,NORMAL
16.664,-58.18,19.84,64.01,0.0,KAVIN,WARNING
18.433,-62.62,16.18,29.16,5.29,KAVIN,WARNING
18.74,-53.38,18.63,49.24,10.22,KAVIN,FAILURE
15.256,-41.78,18.85,87.92,5.0,KAVIN,WARNING
15.066,-49.71,12.73,21.14,16.09,KAVIN,WARNING
27.763,-72.64,15.76,42.57,10.09,KAVIN,NORMAL
16.25,-46.01,14.28,60.54,11.58,KAVIN,NORMAL
18.71,-59.0,16.69,88.37,4.6,KAVIN,NORMAL
8.376,-42.16,16.55,80.1,7.69,KAVIN,WARNING
26.197,-72.65,17.16,48.16,12.49,KAVIN,WARNING
1.219,-35.0,19.11,54.94,11.05,KAVIN,FAILURE
16.938,-64.26,15.78,86.16,12.64,KAVIN,NORMAL
11.824,-47.29,13.35,88.93,0.0,KAVIN,FAILURE
18.315,-57.71,12.43,57.57,14.37,KAVIN,NORMAL
11.125,-40.77,17.18,27.92,8.6,KAVIN,FAILURE
21.672,-68.27,15.0,54.83,11.18,KAVIN,FAILURE
1.1,-35.0,20.0,93.41,7.85,KAVIN,NORMAL
12.474,-40.99,18.77,64.95,8.63,KAVIN,NORMAL
25.022,-58.62,12.04,79.59,6.6,KAVIN,NORMAL
7.881,-44.88,17.37,11.68,0.0,KAVIN,NORMAL
2.056,-35.0,20.0,67.09,7.36,KAVIN,NORMAL
15.147,-49.63,20.0,63.86,9.14,KAVIN,WARNING
29.308,-72.58,15.48,52.48,1.82,KAVIN,NORMAL
2.393,-35.0,20.0,71.12,11.43,KAVIN,WARNING
2.567,-35.0,20.0,87.7,1.69,KAVIN,NORMAL
18.056,-55.85,20.0,93.63,11.87,KAVIN,NORMAL
7.877,-35.0,20.0,33.11,8.2,KAVIN,WARNING
12.602,-45.4,13.23,55.43,0.95,KAVIN,WARNING
25.0,-74.46,5.94,37.13,3.78,KAVIN,WARNING
6.366,-35.0,18.84,47.68,3.78,KAVIN,NORMAL
21.719,-69.69,10.11,54.89,5.6,KAVIN,NORMAL
15.382,-50.81,20.0,80.68,13.16,KAVIN,WARNING
27.196,-66.79,15.19,92.44,7.66,KAVIN,NORMAL
29.202,-82.69,9.33,62.86,12.35,KAVIN,FAILURE
14.806,-49.92,19.65,99.31,12.11,KAVIN,FAILURE
17.747,-49.21,13.28,61.02,16.1,KAVIN,WARNING
22.502,-70.32,17.37,82.57,3.81,KAVIN,NORMAL
9.901,-56.18,20.0,22.5,0.0,KAVIN,NORMAL
7.189,-44.19,17.54,10.69,0.5,KAVIN,WARNING
28.958,-94.5,8.66,12.43,0.97,KAVIN,NORMAL
13.262,-53.25,15.62,90.28,12.45,KAVIN,NORMAL
0.547,-35.0,20.0,16.73,19.03,KAVIN,WARNING
25.213,-77.22,11.17,65.16,9.49,KAVIN,NORMAL
18.19,-53.52,17.71,61.87,6.9,KAVIN,FAILURE
5.472,-35.0,20.0,80.26,16.88,KAVIN,WARNING
1.389,-35.0,17.1,38.21,2.34,KAVIN,NORMAL
9.099,-44.06,20.0,41.79,0.0,KAVIN,NORMAL
27.873,-83.16,14.21,41.8,19.17,KAVIN,WARNING
28.038,-87.45,10.1,25.16,11.27,KAVIN,WARNING
9.675,-40.99,16.89,28.71,13.59,KAVIN,FAILURE
25.16,-76.37,13.43,27.78,2.26,KAVIN,WARNING
13.534,-51.31,20.0,23.12,13.4,KAVIN,NORMAL
19.803,-58.47,10.79,79.39,5.83,KAVIN,FAILURE
10.366,-40.25,17.77,64.89,0.0,KAVIN,NORMAL
15.721,-50.6,18.03,61.24,17.61,KAVIN,NORMAL
9.166,-37.91,20.0,70.89,9.65,KAVIN,WARNING
2.303,-35.0,20.0,41.04,0.0,KAVIN,WARNING
4.612,-35.0,20.0,75.71,3.08,KAVIN,FAILURE
9.075,-35.0,20.0,34.62,8.96,KAVIN,WARNING
29.299,-88.46,13.43,83.59,4.44,KAVIN,WARNING
28.987,-87.71,10.9,65.39,12.29,KAVIN,FAILURE
24.916,-80.35,9.81,83.95,5.54,KAVIN,FAILURE
7.359,-38.35,20.0,14.92,6.02,KAVIN,WARNING
13.527,-43.12,20.0,85.89,0.02,KAVIN,NORMAL
13.474,-42.68,20.0,19.13,0.0,KAVIN,NORMAL
11.916,-38.58,20.0,70.17,9.6,KAVIN,FAILURE
1.824,-36.73,19.63,30.51,3.77,KAVIN,WARNING
16.269,-60.68,14.22,14.2,4.51,KAVIN,NORMAL
2.648,-35.0,19.0,33.34,9.16,KAVIN,FAILURE
24.157,-81.88,8.02,46.3,8.42,KAVIN,WARNING
20.894,-69.18,14.86,22.95,0.69,KAVIN,WARNING
10.906,-35.0,20.0,18.97,4.29,KAVIN,NORMAL
19.591,-68.63,20.0,99.44,0.0,KAVIN,WARNING
7.375,-35.0,17.16,17.14,6.04,KAVIN,NORMAL
8.325,-35.0,20.0,27.15,5.07,KAVIN,FAILURE
9.767,-49.67,17.78,32.75,12.94,KAVIN,NORMAL
24.012,-73.23,12.47,38.54,4.09,KAVIN,NORMAL
6.715,-35.0,20.0,21.81,10.26,KAVIN,WARNING
17.102,-52.29,20.0,85.58,0.58,KAVIN,NORMAL
6.414,-35.0,20.0,93.22,10.39,KAVIN,WARNING
8.909,-35.0,20.0,59.41,4.82,KAVIN,WARNING
7.447,-47.47,14.73,61.03,0.0,KAVIN,NORMAL
19.528,-60.76,17.19,99.44,0.0,KAVIN,FAILURE
16.039,-60.43,15.8,89.54,0.0,KAVIN,NORMAL
21.778,-59.74,19.96,46.67,7.14,KAVIN,WARNING
6.988,-35.0,17.67,78.3,0.0,KAVIN,WARNING
0.77,-35.0,16.89,33.87,7.4,KAVIN,WARNING
20.575,-58.58,18.38,14.67,0.0,KAVIN,NORMAL
3.888,-35.0,20.0,11.99,10.01,KAVIN,NORMAL
7.766,-35.54,20.0,58.5,0.0,KAVIN,WARNING
9.518,-35.0,20.0,54.97,13.47,KAVIN,WARNING
22.531,-71.54,11.23,23.56,5.56,KAVIN,NORMAL
18.964,-58.15,15.43,86.78,8.47,KAVIN,WARNING
5.936,-35.0,15.48,62.46,15.38,KAVIN,WARNING
18.138,-51.22,16.21,44.34,0.0,KAVIN,FAILURE
21.39,-72.45,11.64,55.53,16.77,KAVIN,WARNING
11.972,-43.3,20.0,18.77,0.0,KAVIN,WARNING
7.756,-35.0,20.0,90.99,9.67,KAVIN,WARNING
20.53,-60.36,15.01,36.15,13.58,KAVIN,WARNING
18.521,-59.37,19.53,25.71,13.7,KAVIN,WARNING
2.798,-35.0,20.0,48.34,6.43,KAVIN,FAILURE
20.167,-60.35,20.0,35.31,0.0,KAVIN,FAILURE
14.911,-46.89,18.02,37.69,0.0,KAVIN,FAILURE
22.724,-79.19,14.86,84.2,3.05,KAVIN,WARNING
6.126,-35.0,16.0,59.23,0.0,KAVIN,NORMAL
8.117,-35.0,20.0,93.86,7.48,KAVIN,NORMAL
16.528,-46.05,17.94,95.53,1.55,KAVIN,NORMAL
14.711,-53.59,20.0,99.24,12.86,KAVIN,WARNING
11.898,-57.6,15.4,21.84,6.54,KAVIN,WARNING
22.508,-61.25,14.62,90.72,8.58,KAVIN,WARNING
17.16,-72.75,14.92,36.51,0.0,KAVIN,WARNING
21.453,-63.96,15.76,66.63,6.54,KAVIN,FAILURE
5.021,-35.0,16.2,89.0,1.98,KAVIN,NORMAL
22.005,-69.4,7.91,18.36,0.0,KAVIN,WARNING
